id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
1140980,2004-07-30,Jam! Movies,blast taking Thunderbirds,POSITIVE,Thunderbirds,87.0,"Kids & family, Sci-fi, Adventure, Action, Fantasy",English,Positive,"['blast', 'taking', 'thunderbirds']","[(0, 0.05039024), (1, 0.050324116), (2, 0.05026058), (3, 0.7988732), (4, 0.050151836)]"
121627,2022-03-11,Deep Focus Review,Jurassic World Fallen Kingdom primal thrills bouts humor story structure remains distractingly uninspired,NEGATIVE,Jurassic World: Fallen Kingdom,128.0,"Adventure, Action, Sci-fi, Mystery & thriller",English,Negative,"['jurassic', 'world', 'fallen', 'kingdom', 'primal', 'thrills', 'bouts', 'humor', 'story', 'structure', 'remains', 'distractingly', 'uninspired']","[(0, 0.014563593), (1, 0.014403149), (2, 0.24328747), (3, 0.6301127), (4, 0.09763305)]"
298831,2022-01-28,The Only Critic,keeping focus heroes saga GameStop Rise Players becomes easy embrace acting wakeup call dabbling stock market eager find next major meme stock,POSITIVE,GameStop: Rise of the Players,94.0,Documentary,English,Positive,"['keeping', 'focus', 'heroes', 'saga', 'gamestop', 'rise', 'players', 'becomes', 'easy', 'embrace', 'acting', 'wakeup', 'call', 'dabbling', 'stock', 'market', 'eager', 'find', 'next', 'major', 'meme', 'stock']","[(2, 0.27624607), (3, 0.084346004), (4, 0.6218453)]"
223580,2017-08-16,FILMINK (Australia),fast funny crime flick Logan Lucky plenty grunt hood,POSITIVE,Logan Lucky,119.0,"Comedy, Crime, Drama",English,Positive,"['fast', 'funny', 'crime', 'flick', 'logan', 'lucky', 'plenty', 'grunt', 'hood']","[(0, 0.12687075), (1, 0.020459786), (2, 0.02017801), (3, 0.8123741), (4, 0.020117339)]"
353674,2021-04-02,Your Movies (cleveland.com),incredibly impressive new technology gives latest entry WB MonsterVerse another step terms FX work story Please simply dirt dumb,NEGATIVE,Godzilla vs. Kong,113.0,"Sci-fi, Action, Adventure",English,Negative,"['incredibly', 'impressive', 'new', 'technology', 'gives', 'latest', 'entry', 'wb', 'monsterverse', 'another', 'step', 'terms', 'fx', 'work', 'story', 'please', 'simply', 'dirt', 'dumb']","[(0, 0.0101683065), (1, 0.26785162), (2, 0.7018688), (3, 0.010061598), (4, 0.010049669)]"
903670,2003-03-18,Offoffoff,meaningful Chinese audience American one,NEGATIVE,Platform,154.0,Drama,Chinese,Negative,"['meaningful', 'chinese', 'audience', 'american', 'one']","[(0, 0.863645), (1, 0.034145612), (2, 0.03423011), (3, 0.033696562), (4, 0.034282725)]"
466445,2008-10-03,London Evening Standard,result worth 90 minutes anybodys time Buzz Aldrin appearing end assure everyone none remotely possible Surprise surprise,NEGATIVE,Fly Me to the Moon,89.0,"Kids & family, Fantasy, Adventure",English,Negative,"['result', 'worth', '90', 'minutes', 'anybodys', 'time', 'buzz', 'aldrin', 'appearing', 'end', 'assure', 'everyone', 'none', 'remotely', 'possible', 'surprise', 'surprise']","[(0, 0.011204247), (1, 0.011250745), (2, 0.0112152165), (3, 0.955129), (4, 0.011200792)]"
352476,2017-06-23,Tampa Bay Times,Sam Elliotts lowkey masculinity showcased Hero dreary character study without much else recommend,NEGATIVE,The Hero,96.0,Drama,English,Negative,"['sam', 'elliotts', 'lowkey', 'masculinity', 'showcased', 'hero', 'dreary', 'character', 'study', 'without', 'much', 'else', 'recommend']","[(0, 0.2529411), (1, 0.014382214), (2, 0.014468114), (3, 0.70379883), (4, 0.014409715)]"
407097,2016-04-05,FilmDrunk,essentially Reefer Madness paranoid fundamentalists,NEGATIVE,God's Not Dead 2,121.0,Drama,English,Negative,"['essentially', 'reefer', 'madness', 'paranoid', 'fundamentalists']","[(0, 0.19821607), (1, 0.033511136), (2, 0.03379747), (3, 0.19911344), (4, 0.5353619)]"
1054750,2010-09-23,Nolan's Pop Culture Review,pretty pictures good movie make Im looking Avatar Legends Guardians good movie,NEGATIVE,Legend of the Guardians: The Owls of Ga'Hoole,91.0,"Kids & family, Adventure, Fantasy, Animation",English,Negative,"['pretty', 'pictures', 'good', 'movie', 'make', 'im', 'looking', 'avatar', 'legends', 'guardians', 'good', 'movie']","[(0, 0.016012484), (1, 0.937194), (2, 0.015654914), (3, 0.015571138), (4, 0.015567468)]"
915348,2007-08-30,Metromix.com,OK sleazy latenight entertainment statement world scary place starts sounding like violence might answer,NEGATIVE,Death Sentence,110.0,"Mystery & thriller, Action, Drama",English,Negative,"['ok', 'sleazy', 'latenight', 'entertainment', 'statement', 'world', 'scary', 'place', 'starts', 'sounding', 'like', 'violence', 'might', 'answer']","[(0, 0.013447119), (1, 0.7669715), (2, 0.013555368), (3, 0.0135137085), (4, 0.19251232)]"
645117,2011-08-15,Birmingham Mail,distance exciting action adventure year 105 minutes Rise shows also make rounded fullblooded blockbuster double quick time leave audiences wanting,POSITIVE,Rise of the Planet of the Apes,105.0,"Sci-fi, Action, Adventure",English,Positive,"['distance', 'exciting', 'action', 'adventure', 'year', '105', 'minutes', 'rise', 'shows', 'also', 'make', 'rounded', 'fullblooded', 'blockbuster', 'double', 'quick', 'time', 'leave', 'audiences', 'wanting']","[(0, 0.6676616), (2, 0.30310953)]"
12671,2015-01-24,CraveOnline,profound experience profound experience performance Jason Segel particular described revelation,POSITIVE,The End of the Tour,106.0,Drama,English,Positive,"['profound', 'experience', 'profound', 'experience', 'performance', 'jason', 'segel', 'particular', 'described', 'revelation']","[(0, 0.018253453), (1, 0.24536823), (2, 0.01828566), (3, 0.018270513), (4, 0.6998221)]"
554896,2021-09-09,Nashville Scene,Instead bombastic blast RED provided new movie uninspired product uses semifamiliar title attract audience,NEGATIVE,Red 2,116.0,"Action, Comedy",English,Negative,"['instead', 'bombastic', 'blast', 'red', 'provided', 'new', 'movie', 'uninspired', 'product', 'uses', 'semifamiliar', 'title', 'attract', 'audience']","[(0, 0.013454057), (1, 0.20736706), (2, 0.11427925), (3, 0.44499603), (4, 0.21990362)]"
839252,2000-01-01,Chicago Reader,best neglected Elia Kazans early features,POSITIVE,Panic in the Streets,93.0,Mystery & thriller,English,Positive,"['best', 'neglected', 'elia', 'kazans', 'early', 'features']","[(0, 0.88436925), (1, 0.028713638), (2, 0.028712861), (3, 0.029405454), (4, 0.028798755)]"
168895,2017-11-09,Metro,youre intrigued times little perplexed plot youre never hooked,NEGATIVE,Murder on the Orient Express,114.0,"Mystery & thriller, Crime, Drama",English,Negative,"['youre', 'intrigued', 'times', 'little', 'perplexed', 'plot', 'youre', 'never', 'hooked']","[(0, 0.020105101), (1, 0.020170337), (2, 0.9193228), (3, 0.02024378), (4, 0.02015801)]"
415690,2016-02-04,Liverpool Echo,uninspired beginning muddled end cultural smashngrab goes motions ultimately remembered badly missed opportunity,NEGATIVE,Dad's Army,100.0,Comedy,English (United Kingdom),Negative,"['uninspired', 'beginning', 'muddled', 'end', 'cultural', 'smashngrab', 'goes', 'motions', 'ultimately', 'remembered', 'badly', 'missed', 'opportunity']","[(0, 0.014427913), (1, 0.19541933), (2, 0.014458269), (3, 0.2994123), (4, 0.4762822)]"
1122802,2021-03-15,Maven's Nest,Unusual intensely compassionate fatherson experience defies stereotypical dynamics nonfiction portrayals family coping autistic child,POSITIVE,Here We Are,94.0,"Drama, Foreign",Hebrew,Positive,"['unusual', 'intensely', 'compassionate', 'fatherson', 'experience', 'defies', 'stereotypical', 'dynamics', 'nonfiction', 'portrayals', 'family', 'coping', 'autistic', 'child']","[(0, 0.013408347), (1, 0.8795091), (2, 0.08025526), (3, 0.013414674), (4, 0.013412637)]"
861003,2022-03-22,Screen International,Working cinematographer Maltese displays veterans eye effective composition colourcorrection Kim El Ouardi finishing touch work consistent visual splendour,POSITIVE,The Invitation,78.0,Documentary,French,Positive,"['working', 'cinematographer', 'maltese', 'displays', 'veterans', 'eye', 'effective', 'composition', 'colourcorrection', 'kim', 'el', 'ouardi', 'finishing', 'touch', 'work', 'consistent', 'visual', 'splendour']","[(0, 0.010634201), (1, 0.19537763), (2, 0.7727974), (3, 0.01057569), (4, 0.010615061)]"
1026799,2019-03-04,Paste Magazine,film directs bitter humorous eye complications embracing activism functioning society especially era increased global commerce tech surveillance,POSITIVE,Woman at War,101.0,"Comedy, Drama",Icelandic,Positive,"['film', 'directs', 'bitter', 'humorous', 'eye', 'complications', 'embracing', 'activism', 'functioning', 'society', 'especially', 'era', 'increased', 'global', 'commerce', 'tech', 'surveillance']","[(0, 0.8273537), (1, 0.011166585), (2, 0.011169529), (3, 0.1391038), (4, 0.011206312)]"
1028240,2007-05-03,Chicago Tribune,fully realized portrait city Glasgow portrait smart watchful woman works security monitor endured great loss portrait act psychological implications surveillance,POSITIVE,Red Road,113.0,Drama,English,Positive,"['fully', 'realized', 'portrait', 'city', 'glasgow', 'portrait', 'smart', 'watchful', 'woman', 'works', 'security', 'monitor', 'endured', 'great', 'loss', 'portrait', 'act', 'psychological', 'implications', 'surveillance']","[(1, 0.7670713), (2, 0.20386153)]"
628152,2020-06-26,Cinemaficionados,comingofage film pass generations live trick eternity masterpieces,POSITIVE,Boyhood,165.0,Drama,English,Positive,"['comingofage', 'film', 'pass', 'generations', 'live', 'trick', 'eternity', 'masterpieces']","[(0, 0.022544095), (1, 0.3562955), (2, 0.5763493), (3, 0.022374861), (4, 0.02243625)]"
476705,2013-10-06,New Yorker,picture twitchy annoying flecked blood halfdigested ideas much left unexplained,NEGATIVE,28 Days Later,112.0,"Horror, Sci-fi",English,Negative,"['picture', 'twitchy', 'annoying', 'flecked', 'blood', 'halfdigested', 'ideas', 'much', 'left', 'unexplained']","[(0, 0.9266166), (1, 0.018339537), (2, 0.018337462), (3, 0.018418234), (4, 0.018288158)]"
869996,2023-02-06,CNET,Coherence shockingly good,POSITIVE,Coherence,89.0,"Sci-fi, Mystery & thriller",English,Negative,"['coherence', 'shockingly', 'good']","[(0, 0.051608156), (1, 0.05055342), (2, 0.51658666), (3, 0.050404817), (4, 0.33084694)]"
502822,2017-07-27,Movie Nation,Randomly misremembered 60s cliches packaged badlywrittenmeeklyacted mess,NEGATIVE,"Liza, Liza, Skies Are Grey",86.0,Drama,English,Negative,"['randomly', 'misremembered', '60s', 'cliches', 'packaged', 'badlywrittenmeeklyacted', 'mess']","[(0, 0.025071617), (1, 0.025270045), (2, 0.8993158), (3, 0.025069535), (4, 0.02527301)]"
1002607,2018-04-10,Vogue,Sweet Country somber film didactic overly worthy one pace suspense kind visual poetry images vivid desolate Australian landscape,POSITIVE,Sweet Country,113.0,"Western, History, Drama",English (Australia),Positive,"['sweet', 'country', 'somber', 'film', 'didactic', 'overly', 'worthy', 'one', 'pace', 'suspense', 'kind', 'visual', 'poetry', 'images', 'vivid', 'desolate', 'australian', 'landscape']","[(0, 0.010612594), (1, 0.51336986), (2, 0.01070086), (3, 0.25903937), (4, 0.20627734)]"
1042348,2013-08-12,We Got This Covered,Olympus Fallen serious take silly premise strains believability ultimately cant help another forgettable action flick,NEGATIVE,Olympus Has Fallen,120.0,"Action, Mystery & thriller",English,Negative,"['olympus', 'fallen', 'serious', 'take', 'silly', 'premise', 'strains', 'believability', 'ultimately', 'cant', 'help', 'another', 'forgettable', 'action', 'flick']","[(0, 0.012628999), (1, 0.012876433), (2, 0.012730081), (3, 0.012801706), (4, 0.94896275)]"
910902,2008-05-30,Sacramento News & Review,useless even bad example,NEGATIVE,The Strangers,85.0,"Mystery & thriller, Horror",English,Negative,"['useless', 'even', 'bad', 'example']","[(0, 0.041537497), (1, 0.040657822), (2, 0.8365354), (3, 0.040969346), (4, 0.040299945)]"
1070245,2018-12-28,Eugene Weekly (OR),suspenseful scary mindbending wants,NEGATIVE,Unsane,98.0,"Mystery & thriller, Horror",English,Negative,"['suspenseful', 'scary', 'mindbending', 'wants']","[(0, 0.040012084), (1, 0.040184356), (2, 0.040551066), (3, 0.8381756), (4, 0.041076865)]"
505447,2021-09-15,Dennis Schwartz Movie Reviews,timewaster cop exploitation action Bfilm thats mildly diverting,NEGATIVE,Copshop,108.0,"Action, Mystery & thriller",English,Negative,"['timewaster', 'cop', 'exploitation', 'action', 'bfilm', 'thats', 'mildly', 'diverting']","[(0, 0.022443065), (1, 0.9103977), (2, 0.022424659), (3, 0.02233162), (4, 0.022402901)]"
424540,2021-02-11,Film Racket,Set 80s perhaps never relevant today Minari uniquely American story youll ever see,POSITIVE,Minari,115.0,Drama,English,Positive,"['set', '80s', 'perhaps', 'never', 'relevant', 'today', 'minari', 'uniquely', 'american', 'story', 'youll', 'ever', 'see']","[(0, 0.2211091), (1, 0.64836967), (2, 0.10164304), (3, 0.014414551), (4, 0.014463616)]"
722019,2006-05-12,New York Post,story lacks focus senses blur wives exwives come go Harry regularly falls wagon reform next day,NEGATIVE,Wah-Wah,99.0,Drama,English,Negative,"['story', 'lacks', 'focus', 'senses', 'blur', 'wives', 'exwives', 'come', 'go', 'harry', 'regularly', 'falls', 'wagon', 'reform', 'next', 'day']","[(0, 0.012058659), (1, 0.012028896), (2, 0.27957758), (3, 0.68436074), (4, 0.011974102)]"
1105675,2012-10-24,Lyles' Movie Files,Craps leaving wondering went wrong,NEGATIVE,21,122.0,Drama,English,Negative,"['craps', 'leaving', 'wondering', 'went', 'wrong']","[(0, 0.033367097), (1, 0.033461187), (2, 0.033657864), (3, 0.8659981), (4, 0.033515774)]"
345987,2022-11-10,Orlando Sentinel,first masterpiece Hollywoods golden age musicals MGMs Meet St Louis draws visual inspiration American turnofthecentury paintings designs,POSITIVE,Meet Me in St. Louis,113.0,Musical,English,Positive,"['first', 'masterpiece', 'hollywoods', 'golden', 'age', 'musicals', 'mgms', 'meet', 'st', 'louis', 'draws', 'visual', 'inspiration', 'american', 'turnofthecentury', 'paintings', 'designs']","[(0, 0.011166893), (1, 0.011222973), (2, 0.95521176), (3, 0.011190769), (4, 0.011207619)]"
193874,2014-12-04,Los Angeles Times,Losing mind terrible thing watch splendid acting Still Alice makes worth pain,POSITIVE,Still Alice,97.0,Drama,English,Positive,"['losing', 'mind', 'terrible', 'thing', 'watch', 'splendid', 'acting', 'still', 'alice', 'makes', 'worth', 'pain']","[(0, 0.3987613), (1, 0.33037707), (2, 0.015751433), (3, 0.23945107), (4, 0.015659116)]"
263616,2005-12-20,Lessons of Darkness,Selfconsciously strives transgressive nihilism without ever recognizing sheer absurdity every component,NEGATIVE,The Doom Generation,70.0,Drama,English,Negative,"['selfconsciously', 'strives', 'transgressive', 'nihilism', 'without', 'ever', 'recognizing', 'sheer', 'absurdity', 'every', 'component']","[(0, 0.9329152), (1, 0.016811324), (2, 0.016794285), (3, 0.016698053), (4, 0.016781157)]"
750007,2011-08-31,Total Film,Bounding oer hill dale energetic chase thriller barely pauses plausibility pitting climbers kidnappers Scottish Highlands,POSITIVE,A Lonely Place to Die,98.0,"Action, Mystery & thriller",English,Negative,"['bounding', 'oer', 'hill', 'dale', 'energetic', 'chase', 'thriller', 'barely', 'pauses', 'plausibility', 'pitting', 'climbers', 'kidnappers', 'scottish', 'highlands']","[(0, 0.012525798), (1, 0.94985425), (2, 0.012510317), (3, 0.012579404), (4, 0.012530223)]"
849787,2020-09-14,CineVue,best Omoshaybis direction captures messiness life unspoken anxieties understandings new relationships precious scarcity closure love family,POSITIVE,Real,76.0,"Romance, Drama",English (United Kingdom),Positive,"['best', 'omoshaybis', 'direction', 'captures', 'messiness', 'life', 'unspoken', 'anxieties', 'understandings', 'new', 'relationships', 'precious', 'scarcity', 'closure', 'love', 'family']","[(0, 0.952474), (1, 0.011867245), (2, 0.011866363), (3, 0.011941053), (4, 0.011851362)]"
204683,2015-01-09,San Francisco Examiner,Acting excellent including children whose characters say little radiate anxiety,POSITIVE,Turist,120.0,"Comedy, Drama",Swedish,Positive,"['acting', 'excellent', 'including', 'children', 'whose', 'characters', 'say', 'little', 'radiate', 'anxiety']","[(0, 0.018409815), (1, 0.9258903), (2, 0.018673535), (3, 0.01865392), (4, 0.01837243)]"
189935,2012-01-28,House Next Door,exciting theory practice,NEGATIVE,Wrong,94.0,"Comedy, Drama",English,Negative,"['exciting', 'theory', 'practice']","[(0, 0.050694264), (1, 0.05085866), (2, 0.7972954), (3, 0.050038848), (4, 0.05111282)]"
890022,2014-04-30,South Florida Sun-Sentinel,competent Moore spared would phony romantic involvement Cruise Kevin Bacon prosecutor Kiefer Sutherland bythebook Marine,POSITIVE,A Few Good Men,138.0,Drama,English,Negative,"['competent', 'moore', 'spared', 'would', 'phony', 'romantic', 'involvement', 'cruise', 'kevin', 'bacon', 'prosecutor', 'kiefer', 'sutherland', 'bythebook', 'marine']","[(0, 0.0125734145), (1, 0.012547909), (2, 0.94971377), (3, 0.012631417), (4, 0.01253348)]"
879219,2019-10-03,The Only Critic,Zellweger delivers probably career defining performance soars well beyond rainbow,POSITIVE,Judy,118.0,"Biography, History, Drama, Music",English,Positive,"['zellweger', 'delivers', 'probably', 'career', 'defining', 'performance', 'soars', 'well', 'beyond', 'rainbow']","[(0, 0.018263519), (1, 0.01838256), (2, 0.018275676), (3, 0.7681357), (4, 0.1769425)]"
975848,2018-10-23,Medium Popcorn,Handsdown worst movie 2018 farmovie tickets expensive cannot afford keep watching terrible moviesthis movie didnt even try plot make sense,NEGATIVE,Venom,112.0,"Action, Adventure, Fantasy, Sci-fi",English,Negative,"['handsdown', 'worst', 'movie', '2018', 'farmovie', 'tickets', 'expensive', 'afford', 'keep', 'watching', 'terrible', 'moviesthis', 'movie', 'didnt', 'even', 'try', 'plot', 'make', 'sense']","[(0, 0.0102696605), (1, 0.010184444), (2, 0.010241847), (3, 0.010182595), (4, 0.95912147)]"
562328,2013-06-25,Orlando Sentinel,Ghost one part horror picture one part comedy one part love story one part murder mystery four parts entrancing,POSITIVE,Ghost,127.0,"Fantasy, Romance",English,Positive,"['ghost', 'one', 'part', 'horror', 'picture', 'one', 'part', 'comedy', 'one', 'part', 'love', 'story', 'one', 'part', 'murder', 'mystery', 'four', 'parts', 'entrancing']","[(0, 0.010149327), (1, 0.010106674), (2, 0.010222354), (3, 0.73265845), (4, 0.23686315)]"
805110,2016-08-18,Indie London,lacks emotional depth Shallows makes bite well knowing sense absurdity,POSITIVE,The Shallows,87.0,"Mystery & thriller, Adventure",English,Positive,"['lacks', 'emotional', 'depth', 'shallows', 'makes', 'bite', 'well', 'knowing', 'sense', 'absurdity']","[(0, 0.92647046), (1, 0.01840009), (2, 0.01843922), (3, 0.018365437), (4, 0.018324852)]"
684827,2021-05-25,Miami Herald,dramatic possibilities endless reason however Lumet patches film together quilt cliches,NEGATIVE,Running on Empty,116.0,Drama,English,Negative,"['dramatic', 'possibilities', 'endless', 'reason', 'however', 'lumet', 'patches', 'film', 'together', 'quilt', 'cliches']","[(0, 0.20164107), (1, 0.32329768), (2, 0.016898394), (3, 0.016795456), (4, 0.44136742)]"
534990,2018-12-21,Screen Zealots,Proud Mary disappointing every way imaginable,NEGATIVE,Proud Mary,88.0,"Action, Mystery & thriller",English,Negative,"['proud', 'mary', 'disappointing', 'every', 'way', 'imaginable']","[(0, 0.88505125), (1, 0.028773585), (2, 0.028836954), (3, 0.028628906), (4, 0.028709324)]"
1068388,2002-11-02,"Journal News (Westchester, NY)",Warmedover hash,NEGATIVE,I Spy,96.0,"Comedy, Action",English,Negative,"['warmedover', 'hash']","[(0, 0.06671687), (1, 0.06671652), (2, 0.06671592), (3, 0.06671649), (4, 0.73313415)]"
439218,2023-02-08,That Shelf,hough unnecessary exposition inconsistent visual effects fail help elevate premise impressive stunt work epic score genuinely captivating combat sequences make overall satisfying viewing,POSITIVE,Jung_E,98.0,"Sci-fi, Action, Adventure",Korean,Positive,"['hough', 'unnecessary', 'exposition', 'inconsistent', 'visual', 'effects', 'fail', 'help', 'elevate', 'premise', 'impressive', 'stunt', 'work', 'epic', 'score', 'genuinely', 'captivating', 'combat', 'sequences', 'make', 'overall', 'satisfying', 'viewing']","[(2, 0.7465549), (4, 0.22809282)]"
834340,2007-08-10,Seattle Times,list interviewees includes number insiders deeply involved bungled aftermath Americas invasion Iraq also includes shocking ontheground footage war seen elsewhere,POSITIVE,No End in Sight,102.0,Documentary,English,Positive,"['list', 'interviewees', 'includes', 'number', 'insiders', 'deeply', 'involved', 'bungled', 'aftermath', 'americas', 'invasion', 'iraq', 'also', 'includes', 'shocking', 'ontheground', 'footage', 'war', 'seen', 'elsewhere']","[(1, 0.1765129), (2, 0.6595956), (3, 0.14459245)]"
1163298,2018-10-04,New York Times,Despite seamy wellchosen locations Mr Gooding way heavyhanded scoring visual choices movie deserves credit untempered nastiness,POSITIVE,Bayou Caviar,111.0,Mystery & thriller,English,Negative,"['despite', 'seamy', 'wellchosen', 'locations', 'mr', 'gooding', 'way', 'heavyhanded', 'scoring', 'visual', 'choices', 'movie', 'deserves', 'credit', 'untempered', 'nastiness']","[(0, 0.10673649), (1, 0.8576049), (2, 0.01189566), (3, 0.011866493), (4, 0.011896387)]"
681116,2015-09-18,Cinemalogue,aftermath Armenian genocide emotional resonance case muddled superficial period epic,NEGATIVE,The Cut,138.0,"History, Drama",Armenian,Negative,"['aftermath', 'armenian', 'genocide', 'emotional', 'resonance', 'case', 'muddled', 'superficial', 'period', 'epic']","[(0, 0.12883556), (1, 0.7093977), (2, 0.018499635), (3, 0.018598877), (4, 0.12466828)]"
192986,2020-07-04,Slant Magazine,Written glints pulpy panache Greg Rucka comics originator Old Guard sets highpotential premise proceeds much,NEGATIVE,The Old Guard,125.0,"Action, Fantasy",English,Negative,"['written', 'glints', 'pulpy', 'panache', 'greg', 'rucka', 'comics', 'originator', 'old', 'guard', 'sets', 'highpotential', 'premise', 'proceeds', 'much']","[(0, 0.012586786), (1, 0.94966704), (2, 0.012588917), (3, 0.012571966), (4, 0.012585326)]"
284697,2020-06-21,MovieFreak.com,Holscher opts trick twist ending feels forced unwarranted thing scary director thought including would good idea,NEGATIVE,The Soul Collector,100.0,Horror,English,Negative,"['holscher', 'opts', 'trick', 'twist', 'ending', 'feels', 'forced', 'unwarranted', 'thing', 'scary', 'director', 'thought', 'including', 'would', 'good', 'idea']","[(0, 0.011976274), (1, 0.012040878), (2, 0.39588732), (3, 0.5682203), (4, 0.011875242)]"
431994,2000-01-01,Man Who Viewed Too Much,Kansas City ] unique among Altmans recent films neither superb mesmerizingly awful simply boring,NEGATIVE,Kansas City,115.0,Drama,English,Negative,"['kansas', 'city', 'unique', 'among', 'altmans', 'recent', 'films', 'neither', 'superb', 'mesmerizingly', 'awful', 'simply', 'boring']","[(0, 0.7612817), (1, 0.0145621635), (2, 0.19501077), (3, 0.014529476), (4, 0.0146158775)]"
932587,2001-10-10,Apollo Guide,Unless lifes goal collect every version ever made Pinocchio cant imagine one reason world see one,NEGATIVE,Pinocchio,76.0,"Kids & family, Musical, Fantasy",English,Negative,"['unless', 'lifes', 'goal', 'collect', 'every', 'version', 'ever', 'made', 'pinocchio', 'cant', 'imagine', 'one', 'reason', 'world', 'see', 'one']","[(0, 0.011977148), (1, 0.011959984), (2, 0.70588344), (3, 0.011912995), (4, 0.2582664)]"
66842,2019-09-22,Film Frenzy,tedious action yarn,NEGATIVE,Rambo: First Blood Part II,95.0,"Action, Adventure",English,Negative,"['tedious', 'action', 'yarn']","[(0, 0.05003861), (1, 0.79913974), (2, 0.05042183), (3, 0.05026457), (4, 0.050135203)]"
938859,2020-12-29,Showbiz 411,Soul wanted fulfilling lifes dream Dont see stoned mind blown lot navel gazing preachy,POSITIVE,Soul,100.0,"Kids & family, Comedy, Adventure, Animation",English,Positive,"['soul', 'wanted', 'fulfilling', 'lifes', 'dream', 'dont', 'see', 'stoned', 'mind', 'blown', 'lot', 'navel', 'gazing', 'preachy']","[(0, 0.013422861), (1, 0.013363085), (2, 0.946437), (3, 0.0133684855), (4, 0.01340861)]"
47203,2002-09-18,EricDSnider.com,accuse films generic unoriginal regular basis rarely seen movie determined check every clich list Deuces Wild,NEGATIVE,Deuces Wild,97.0,"Crime, Drama",English,Negative,"['accuse', 'films', 'generic', 'unoriginal', 'regular', 'basis', 'rarely', 'seen', 'movie', 'determined', 'check', 'every', 'clich', 'list', 'deuces', 'wild']","[(0, 0.0118799275), (1, 0.011976258), (2, 0.26464087), (3, 0.69957066), (4, 0.01193227)]"
1063117,2016-09-18,The Playlist,Smolders intelligence empathy characters rare resistance give easy pat resolution,POSITIVE,In the Radiant City,95.0,Drama,English,Positive,"['smolders', 'intelligence', 'empathy', 'characters', 'rare', 'resistance', 'give', 'easy', 'pat', 'resolution']","[(0, 0.72266316), (1, 0.018620266), (2, 0.018369868), (3, 0.11624083), (4, 0.12410587)]"
758805,2001-07-11,Screen It!,feels computer also wrote directed film,NEGATIVE,Final Fantasy: The Spirits Within,106.0,"Fantasy, Adventure, Sci-fi, Animation",English,Negative,"['feels', 'computer', 'also', 'wrote', 'directed', 'film']","[(0, 0.028816156), (1, 0.029535368), (2, 0.71344995), (3, 0.029124472), (4, 0.19907402)]"
562635,2021-06-14,NME,instant classic sees Joaquin Phoenix translate discombobulating sensation screen senses director Todd Phillips creates melancholic psychodrama,POSITIVE,Joker,122.0,"Crime, Drama",English,Positive,"['instant', 'classic', 'sees', 'joaquin', 'phoenix', 'translate', 'discombobulating', 'sensation', 'screen', 'senses', 'director', 'todd', 'phillips', 'creates', 'melancholic', 'psychodrama']","[(0, 0.07473707), (1, 0.011858019), (2, 0.62038696), (3, 0.011792277), (4, 0.28122568)]"
834167,2014-05-22,James on screenS,Bold entertaining sleek clever XMenFirst Class makes lapses McAvoys fiercely emotional performance dazzling set pieces,POSITIVE,X-Men: Days of Future Past,131.0,"Action, Adventure, Fantasy, Sci-fi",English,Positive,"['bold', 'entertaining', 'sleek', 'clever', 'xmenfirst', 'class', 'makes', 'lapses', 'mcavoys', 'fiercely', 'emotional', 'performance', 'dazzling', 'set', 'pieces']","[(0, 0.20509076), (1, 0.012705055), (2, 0.012852196), (3, 0.5839523), (4, 0.1853997)]"
272538,2005-06-04,Boston Phoenix,bad news cynics like film succeeds manipulations also essence true,POSITIVE,Cinderella Man,144.0,"Biography, Drama",English,Positive,"['bad', 'news', 'cynics', 'like', 'film', 'succeeds', 'manipulations', 'also', 'essence', 'true']","[(0, 0.15523924), (1, 0.01840871), (2, 0.6892773), (3, 0.018599054), (4, 0.11847569)]"
872590,2016-05-25,Consequence,Alice Looking Glass particularly good classic case sequel bloat film seems exist less extended story wants needs tell must repackage something popular,NEGATIVE,Alice Through the Looking Glass,113.0,"Fantasy, Adventure",English,Negative,"['alice', 'looking', 'glass', 'particularly', 'good', 'classic', 'case', 'sequel', 'bloat', 'film', 'seems', 'exist', 'less', 'extended', 'story', 'wants', 'needs', 'tell', 'must', 'repackage', 'something', 'popular']","[(1, 0.17158948), (2, 0.80175805)]"
6405,2017-08-17,NPR,Sheridan paints searing picture life societys margins people live silence snow much else,POSITIVE,Wind River,111.0,"Mystery & thriller, Crime, Drama",English,Positive,"['sheridan', 'paints', 'searing', 'picture', 'life', 'societys', 'margins', 'people', 'live', 'silence', 'snow', 'much', 'else']","[(0, 0.14343667), (1, 0.81314534), (2, 0.014478825), (3, 0.0144759435), (4, 0.014463176)]"
480500,2010-04-18,ColeSmithey.com,Transporting audience Tehrans illegal underworld scene westerninfluenced music director Bahman Ghobadi reveals Americas pervasive influence indie rock rap music Irans youth,POSITIVE,Nobody Knows About the Persian Cats,106.0,Drama,Persian,Positive,"['transporting', 'audience', 'tehrans', 'illegal', 'underworld', 'scene', 'westerninfluenced', 'music', 'director', 'bahman', 'ghobadi', 'reveals', 'americas', 'pervasive', 'influence', 'indie', 'rock', 'rap', 'music', 'irans', 'youth']","[(4, 0.9632658)]"
